Wind Dir (°),Wind Spd (ms),Wind Gusts 1h (ms),Wave Height (m),Dominant Wave Period (s),Avg Wave Period (s),Dominant Wave Dir,Pressure,Air Temp,Water Temp,dewpoint,Date,Heure
60.0,6.0,7.0,2.2,14.0,8.0,331.0,1020.5,22.5,25.1,,20/01/2025,14:50
60.0,6.0,8.0,2.2,,8.0,331.0,1020.5,22.5,25.1,,20/01/2025,14:40
60.0,7.0,8.0,,,,,1020.7,22.6,25.1,,20/01/2025,14:30
50.0,5.0,7.0,2.3,14.0,8.8,343.0,1020.7,22.7,25.1,,20/01/2025,14:20
50.0,7.0,8.0,2.3,,8.8,343.0,1020.9,22.6,25.1,,20/01/2025,14:10
40.0,7.0,9.0,,,,,1020.9,22.9,25.1,,20/01/2025,14:00
60.0,5.0,7.0,2.3,12.0,8.9,331.0,1021.1,23.4,,,20/01/2025,13:50
60.0,5.0,7.0,,,,,1021.2,23.2,25.1,,20/01/2025,13:40
70.0,5.0,6.0,,,,,1021.3,23.2,25.1,,20/01/2025,13:30
80.0,5.0,6.0,2.1,14.0,8.5,339.0,1021.4,23.2,25.1,,20/01/2025,13:20
70.0,5.0,6.0,2.1,,8.5,339.0,1021.4,23.3,25.1,,20/01/2025,13:10
70.0,5.0,7.0,,,,,1021.6,23.2,25.1,,20/01/2025,13:00
70.0,5.0,7.0,2.2,13.0,8.8,337.0,1021.7,23.1,25.1,,20/01/2025,12:50
80.0,5.0,8.0,,,,,1021.7,23.2,25.1,,20/01/2025,12:40
80.0,4.0,6.0,,,,,1021.8,23.1,25.1,,20/01/2025,12:30
80.0,5.0,7.0,2.2,14.0,8.5,324.0,1021.8,23.2,25.1,,20/01/2025,12:20
60.0,5.0,6.0,,,,,1021.9,23.2,25.1,,20/01/2025,12:10
60.0,5.0,6.0,,,,,1022.0,23.2,25.1,,20/01/2025,12:00
60.0,5.0,6.0,2.5,12.0,9.0,343.0,1022.1,23.2,25.1,,20/01/2025,11:50
60.0,5.0,7.0,,,,,1022.3,23.2,25.1,,20/01/2025,11:40
70.0,5.0,6.0,,,,,1022.4,23.3,25.1,,20/01/2025,11:30
70.0,5.0,6.0,2.0,14.0,8.1,339.0,1022.5,23.2,25.1,,20/01/2025,11:20
60.0,5.0,6.0,,,,,1022.5,23.2,25.1,,20/01/2025,11:10
70.0,5.0,6.0,,,,,1022.6,23.3,25.0,,20/01/2025,11:00
60.0,5.0,7.0,2.0,13.0,8.0,330.0,1022.7,23.3,25.0,,20/01/2025,10:50
60.0,5.0,7.0,,,,,1022.8,23.3,25.0,,20/01/2025,10:40
60.0,5.0,7.0,,,,,1022.9,23.3,25.0,,20/01/2025,10:30
70.0,5.0,7.0,2.2,13.0,8.2,332.0,1022.8,23.3,25.0,,20/01/2025,10:20
70.0,5.0,6.0,2.2,,8.2,332.0,1022.7,23.3,25.0,,20/01/2025,10:10
70.0,5.0,6.0,,,,,1022.8,23.2,25.0,,20/01/2025,10:00
70.0,5.0,7.0,2.4,13.0,8.7,332.0,1022.8,23.2,25.0,,20/01/2025,09:50
60.0,4.0,6.0,,,,,1022.9,23.1,25.0,,20/01/2025,09:40
60.0,4.0,5.0,,,,,1023.0,23.2,25.0,,20/01/2025,09:30
60.0,4.0,6.0,2.1,13.0,7.9,333.0,1023.1,23.1,25.0,,20/01/2025,09:20
70.0,4.0,6.0,2.1,,7.9,333.0,1023.1,23.2,25.0,,20/01/2025,09:10
60.0,4.0,6.0,,,,,1023.1,23.2,25.0,,20/01/2025,09:00
60.0,4.0,6.0,2.1,13.0,8.4,333.0,1023.1,23.1,25.0,,20/01/2025,08:50
50.0,4.0,6.0,2.1,,8.4,333.0,1023.0,23.1,25.0,,20/01/2025,08:40
60.0,4.0,6.0,,,,,1023.0,23.0,25.0,,20/01/2025,08:30
60.0,5.0,6.0,2.4,13.0,8.7,333.0,1023.0,23.0,25.0,,20/01/2025,08:20
60.0,4.0,6.0,2.4,,8.7,333.0,1022.9,23.0,25.0,,20/01/2025,08:10
60.0,4.0,6.0,,,,,1022.8,23.0,25.0,,20/01/2025,08:00
60.0,4.0,6.0,2.4,13.0,8.5,326.0,1022.9,23.0,25.0,,20/01/2025,07:50
60.0,4.0,6.0,2.4,,8.5,326.0,1022.8,23.0,25.0,,20/01/2025,07:40
60.0,5.0,6.0,,,,,1022.8,22.9,25.0,,20/01/2025,07:30
60.0,4.0,6.0,2.3,14.0,8.2,323.0,1022.7,22.9,25.0,,20/01/2025,07:20
60.0,4.0,5.0,2.3,,8.2,323.0,1022.7,22.8,25.0,,20/01/2025,07:10
60.0,4.0,5.0,,,,,1022.6,22.8,25.0,,20/01/2025,07:00
60.0,4.0,5.0,2.1,13.0,7.7,323.0,1022.6,22.7,25.0,,20/01/2025,06:50
60.0,4.0,6.0,,,,,1022.6,22.8,25.0,,20/01/2025,06:40
70.0,4.0,6.0,,,,,1022.6,22.8,25.0,,20/01/2025,06:30
60.0,4.0,6.0,2.0,13.0,7.5,327.0,1022.6,22.7,25.0,,20/01/2025,06:20
60.0,4.0,6.0,2.0,,7.5,327.0,1022.5,22.8,25.0,,20/01/2025,06:10
60.0,4.0,6.0,,,,,1022.3,22.8,25.0,,20/01/2025,06:00
60.0,4.0,6.0,2.2,12.0,8.3,324.0,1022.2,22.8,25.0,,20/01/2025,05:50
60.0,4.0,6.0,,,,,1022.1,22.7,25.0,,20/01/2025,05:40
60.0,5.0,6.0,,,,,1022.0,,25.0,,20/01/2025,05:30
70.0,5.0,7.0,2.2,13.0,7.7,315.0,1021.8,22.8,25.0,,20/01/2025,05:20
70.0,5.0,8.0,,,,,1021.6,23.0,25.0,,20/01/2025,05:10
60.0,5.0,7.0,,,,,1021.5,22.8,25.0,,20/01/2025,05:00
50.0,6.0,8.0,2.4,13.0,8.0,328.0,1021.4,22.8,25.0,,20/01/2025,04:50
60.0,6.0,8.0,2.4,,8.0,328.0,1021.3,22.9,25.0,,20/01/2025,04:40
60.0,5.0,7.0,,,,,1021.2,22.8,25.0,,20/01/2025,04:30
50.0,5.0,7.0,2.0,11.0,7.7,316.0,1021.1,22.9,25.0,,20/01/2025,04:20
50.0,6.0,8.0,2.0,,7.7,316.0,1021.2,22.9,25.0,,20/01/2025,04:10
60.0,5.0,7.0,,,,,1021.1,22.9,25.0,,20/01/2025,04:00
60.0,6.0,7.0,2.2,13.0,8.0,316.0,1021.0,22.9,25.0,,20/01/2025,03:50
60.0,6.0,7.0,,,,,1020.9,22.9,25.0,,20/01/2025,03:40
50.0,5.0,7.0,,,,,1021.0,22.9,25.0,,20/01/2025,03:30
50.0,5.0,6.0,2.1,14.0,7.9,313.0,1021.1,22.9,25.0,,20/01/2025,03:20
60.0,5.0,7.0,2.1,,7.9,313.0,1020.9,22.9,25.0,,20/01/2025,03:10
60.0,5.0,7.0,,,,,1020.9,22.8,25.0,,20/01/2025,03:00
60.0,5.0,6.0,2.4,12.0,8.3,320.0,1020.9,22.8,25.0,,20/01/2025,02:50
60.0,5.0,6.0,2.4,,8.3,320.0,1020.7,22.7,25.0,,20/01/2025,02:40
60.0,5.0,6.0,,,,,1020.7,22.6,25.0,,20/01/2025,02:30
50.0,4.0,6.0,2.0,14.0,7.6,331.0,1020.6,22.3,25.0,,20/01/2025,02:20
30.0,3.0,5.0,2.0,,7.6,331.0,1020.6,21.8,25.0,,20/01/2025,02:10
30.0,5.0,7.0,,,,,1020.7,21.6,25.0,,20/01/2025,02:00
50.0,6.0,8.0,2.2,14.0,7.9,329.0,1020.6,21.8,25.0,,20/01/2025,01:50
70.0,7.0,10.0,,,,,1020.7,21.6,25.0,,20/01/2025,01:40
70.0,8.0,10.0,,,,,1020.5,22.7,25.0,,20/01/2025,01:30
50.0,7.0,8.0,2.3,14.0,8.6,324.0,1020.5,23.0,25.0,,20/01/2025,01:20
50.0,5.0,8.0,2.3,,8.6,324.0,1020.4,22.6,25.0,,20/01/2025,01:10
50.0,7.0,9.0,,,,,1020.4,22.8,25.0,,20/01/2025,01:00
80.0,4.0,8.0,2.6,13.0,9.1,326.0,1020.6,22.6,25.0,,20/01/2025,00:50
50.0,6.0,9.0,,,,,1020.7,23.1,25.0,,20/01/2025,00:40
50.0,6.0,7.0,,,,,1020.7,23.2,25.0,,20/01/2025,00:30
60.0,6.0,8.0,2.3,14.0,8.6,315.0,1020.9,23.3,25.0,,20/01/2025,00:20
70.0,5.0,7.0,2.3,,8.6,315.0,1020.9,23.4,25.0,,20/01/2025,00:10
60.0,5.0,7.0,,,,,1020.9,23.3,25.0,,20/01/2025,00:00
50.0,4.0,6.0,2.2,13.0,8.6,314.0,1021.1,23.3,25.0,,19/01/2025,23:50
70.0,5.0,6.0,,,,,1021.3,23.4,,,19/01/2025,23:40
60.0,5.0,7.0,2.3,,8.6,323.0,1021.5,23.1,25.0,,19/01/2025,23:10
70.0,5.0,7.0,,,,,1021.6,23.2,24.9,,19/01/2025,23:00
70.0,5.0,6.0,2.4,11.0,8.6,329.0,1021.7,23.2,24.9,,19/01/2025,22:50
80.0,5.0,8.0,2.4,,8.6,329.0,1022.0,23.4,24.9,,19/01/2025,22:40
80.0,7.0,9.0,,,,,1022.2,23.4,24.9,,19/01/2025,22:30
60.0,6.0,9.0,2.5,14.0,8.8,312.0,1022.6,23.2,24.9,,19/01/2025,22:20
60.0,5.0,7.0,2.5,,8.8,312.0,1023.0,23.3,24.9,,19/01/2025,22:10
50.0,5.0,6.0,,,,,1023.3,23.3,24.9,,19/01/2025,22:00
60.0,5.0,6.0,2.9,14.0,9.3,322.0,1023.6,23.3,24.9,,19/01/2025,21:50
60.0,5.0,8.0,2.9,,9.3,322.0,1023.3,23.2,24.9,,19/01/2025,21:40
60.0,6.0,8.0,,,,,1023.3,23.2,24.9,,19/01/2025,21:30
50.0,6.0,7.0,2.7,14.0,9.0,314.0,1023.4,23.3,24.9,,19/01/2025,21:20
50.0,5.0,7.0,2.7,,9.0,314.0,1023.3,23.2,24.9,,19/01/2025,21:10
50.0,6.0,7.0,,,,,1023.4,23.1,24.9,,19/01/2025,21:00
50.0,6.0,7.0,2.8,14.0,9.2,306.0,1023.6,22.9,24.9,,19/01/2025,20:50
40.0,5.0,7.0,2.8,,9.2,306.0,1023.4,22.8,24.9,,19/01/2025,20:40
40.0,5.0,7.0,,,,,1023.4,22.5,24.9,,19/01/2025,20:30
40.0,5.0,8.0,2.4,14.0,8.7,319.0,1023.4,22.4,,,19/01/2025,20:20
50.0,7.0,9.0,,,,,1023.3,22.5,24.9,,19/01/2025,20:10
50.0,8.0,9.0,,,,,1023.1,22.7,24.9,,19/01/2025,20:00
50.0,7.0,9.0,2.7,14.0,9.3,307.0,1023.1,23.1,24.9,,19/01/2025,19:50
60.0,5.0,7.0,,,,,1023.0,23.3,24.9,,19/01/2025,19:40
60.0,5.0,6.0,,,,,1022.7,23.3,24.9,,19/01/2025,19:30
70.0,4.0,6.0,2.5,11.0,9.0,320.0,1022.6,23.4,24.9,,19/01/2025,19:20
70.0,5.0,7.0,2.5,,9.0,320.0,1022.6,23.4,24.9,,19/01/2025,19:10
70.0,4.0,6.0,,,,,1022.4,23.4,24.9,,19/01/2025,19:00
60.0,5.0,6.0,2.6,12.0,9.0,317.0,1022.4,23.4,24.9,,19/01/2025,18:50
70.0,5.0,7.0,2.6,,9.0,317.0,1022.4,23.3,24.9,,19/01/2025,18:40
70.0,5.0,8.0,,,,,1022.3,23.2,24.9,,19/01/2025,18:30
80.0,5.0,7.0,2.8,15.0,9.5,298.0,1022.2,23.2,24.9,,19/01/2025,18:20
80.0,5.0,7.0,,,,,1022.1,23.2,24.9,,19/01/2025,18:10
70.0,5.0,7.0,,,,,1022.1,23.2,24.9,,19/01/2025,18:00
70.0,5.0,7.0,3.0,12.0,9.6,311.0,1022.1,23.3,24.9,,19/01/2025,17:50
70.0,5.0,7.0,3.0,,9.6,311.0,1022.0,23.4,24.9,,19/01/2025,17:40
70.0,5.0,7.0,,,,,1022.0,23.3,24.9,,19/01/2025,17:30
70.0,5.0,7.0,3.1,13.0,9.5,313.0,1021.8,23.3,24.9,,19/01/2025,17:20
70.0,5.0,7.0,3.1,,9.5,313.0,1021.7,23.4,24.9,,19/01/2025,17:10
70.0,5.0,7.0,,,,,1021.7,23.3,24.9,,19/01/2025,17:00
70.0,5.0,8.0,3.2,14.0,9.9,317.0,1021.6,23.2,24.9,,19/01/2025,16:50
80.0,5.0,7.0,3.2,,9.9,317.0,1021.4,23.2,24.9,,19/01/2025,16:40
80.0,5.0,7.0,,,,,1021.3,23.3,24.9,,19/01/2025,16:30
60.0,5.0,7.0,3.1,14.0,9.5,303.0,1021.1,23.4,24.9,,19/01/2025,16:20
70.0,5.0,7.0,3.1,,9.5,303.0,1021.1,23.3,24.9,,19/01/2025,16:10
80.0,5.0,7.0,,,,,1021.1,23.2,24.9,,19/01/2025,16:00
80.0,6.0,8.0,3.5,15.0,10.3,314.0,1021.0,23.2,24.9,,19/01/2025,15:50
70.0,5.0,8.0,3.5,,10.3,314.0,1020.9,23.3,24.9,,19/01/2025,15:40
70.0,5.0,7.0,,,,,1020.8,23.3,24.9,,19/01/2025,15:30
60.0,5.0,7.0,3.2,14.0,10.0,311.0,1020.8,23.3,24.9,,19/01/2025,15:20
80.0,5.0,7.0,3.2,,10.0,311.0,1020.7,23.3,24.9,,19/01/2025,15:10
80.0,4.0,6.0,,,,,1020.7,23.2,24.9,,19/01/2025,15:00
80.0,4.0,7.0,3.0,15.0,9.9,317.0,1020.6,23.2,24.9,,19/01/2025,14:50
80.0,4.0,7.0,3.0,,9.9,317.0,1020.6,23.2,24.9,,19/01/2025,14:40
90.0,4.0,6.0,,,,,1020.5,23.1,24.9,,19/01/2025,14:30
80.0,5.0,7.0,3.2,14.0,10.0,316.0,1020.5,23.1,24.9,,19/01/2025,14:20
70.0,5.0,7.0,3.2,,10.0,316.0,1020.5,23.1,24.9,,19/01/2025,14:10
80.0,4.0,6.0,,,,,1020.6,23.2,24.9,,19/01/2025,14:00
80.0,4.0,6.0,2.7,15.0,9.4,315.0,1020.5,23.1,24.9,,19/01/2025,13:50
70.0,5.0,6.0,,,,,1020.5,23.1,24.9,,19/01/2025,13:40
70.0,5.0,7.0,,,,,1020.5,23.1,24.9,,19/01/2025,13:30
70.0,4.0,6.0,2.8,15.0,9.2,310.0,1020.6,23.1,24.9,,19/01/2025,13:20
70.0,5.0,6.0,2.8,,9.2,310.0,1020.8,23.1,25.0,,19/01/2025,13:10
80.0,4.0,7.0,,,,,1020.8,23.2,25.0,,19/01/2025,13:00
80.0,5.0,7.0,3.1,14.0,9.9,318.0,1020.9,23.2,25.0,,19/01/2025,12:50
80.0,5.0,7.0,3.1,,9.9,318.0,1020.8,23.2,25.0,,19/01/2025,12:40
80.0,6.0,7.0,,,,,1020.8,23.2,25.0,,19/01/2025,12:30
70.0,6.0,7.0,2.7,14.0,9.4,310.0,1020.9,23.1,24.9,,19/01/2025,12:20
80.0,5.0,7.0,2.7,,9.4,310.0,1021.0,23.1,25.0,,19/01/2025,12:10
80.0,5.0,8.0,,,,,1021.0,23.1,25.0,,19/01/2025,12:00
80.0,6.0,8.0,2.9,15.0,9.7,312.0,1021.1,23.1,25.0,,19/01/2025,11:50
80.0,5.0,7.0,2.9,,9.7,312.0,1021.1,23.1,25.0,,19/01/2025,11:40
80.0,5.0,7.0,,,,,1021.1,23.0,25.0,,19/01/2025,11:30
70.0,5.0,7.0,2.9,14.0,9.6,313.0,1021.1,23.1,25.0,,19/01/2025,11:20
80.0,5.0,7.0,2.9,,9.6,313.0,1021.1,23.0,25.0,,19/01/2025,11:10
70.0,5.0,8.0,,,,,1021.0,23.0,25.0,,19/01/2025,11:00
60.0,5.0,8.0,3.0,15.0,9.8,323.0,1021.1,23.0,25.0,,19/01/2025,10:50
70.0,5.0,7.0,3.0,,9.8,323.0,1021.1,23.0,25.0,,19/01/2025,10:40
70.0,6.0,8.0,,,,,1021.1,23.0,25.0,,19/01/2025,10:30
60.0,6.0,7.0,3.1,15.0,10.1,310.0,1021.1,23.0,25.0,,19/01/2025,10:20
60.0,5.0,7.0,3.1,,10.1,310.0,1021.2,23.0,25.0,,19/01/2025,10:10
60.0,5.0,7.0,,,,,1021.2,23.0,25.0,,19/01/2025,10:00
70.0,5.0,7.0,3.0,15.0,10.1,321.0,1021.3,23.0,25.0,,19/01/2025,09:50
60.0,5.0,7.0,3.0,,10.1,321.0,1021.3,22.9,25.0,,19/01/2025,09:40
60.0,5.0,7.0,,,,,1021.4,23.0,25.0,,19/01/2025,09:30
50.0,6.0,8.0,2.9,14.0,9.5,309.0,1021.4,22.9,25.0,,19/01/2025,09:20
70.0,5.0,7.0,2.9,,9.5,309.0,1021.5,23.0,25.0,,19/01/2025,09:10
70.0,5.0,7.0,,,,,1021.4,23.0,25.0,,19/01/2025,09:00
70.0,6.0,8.0,3.1,15.0,9.8,323.0,1021.3,22.9,25.0,,19/01/2025,08:50
70.0,6.0,8.0,,,,,1021.3,22.9,25.0,,19/01/2025,08:40
70.0,6.0,7.0,,,,,1021.3,22.9,25.0,,19/01/2025,08:30
70.0,5.0,8.0,3.0,15.0,9.7,325.0,1021.3,22.9,25.0,,19/01/2025,08:20
80.0,6.0,8.0,3.0,,9.7,325.0,1021.1,22.9,25.0,,19/01/2025,08:10
70.0,6.0,8.0,,,,,1021.2,22.9,25.0,,19/01/2025,08:00
60.0,6.0,8.0,3.0,15.0,9.7,321.0,1021.2,22.9,25.0,,19/01/2025,07:50
60.0,6.0,8.0,3.0,,9.7,321.0,1021.1,22.9,25.0,,19/01/2025,07:40
60.0,6.0,8.0,,,,,1021.1,23.0,25.0,,19/01/2025,07:30
60.0,6.0,8.0,3.1,15.0,10.2,320.0,1021.1,22.9,25.0,,19/01/2025,07:20
60.0,6.0,8.0,3.1,,10.2,320.0,1021.1,22.9,25.0,,19/01/2025,07:10
60.0,6.0,8.0,,,,,1021.0,22.9,25.0,,19/01/2025,07:00
50.0,6.0,8.0,3.2,15.0,9.8,318.0,1021.1,23.0,25.0,,19/01/2025,06:50
50.0,6.0,8.0,,,,,1020.9,23.0,25.0,,19/01/2025,06:40
50.0,6.0,8.0,,,,,1020.8,22.9,25.0,,19/01/2025,06:30
50.0,6.0,8.0,3.6,15.0,10.6,316.0,1020.7,22.9,25.0,,19/01/2025,06:20
50.0,6.0,8.0,3.6,,10.6,316.0,1020.7,22.9,25.0,,19/01/2025,06:10
50.0,6.0,8.0,,,,,1020.6,22.9,25.0,,19/01/2025,06:00
50.0,6.0,7.0,3.0,15.0,9.3,321.0,1020.5,22.9,25.0,,19/01/2025,05:50
40.0,6.0,8.0,,,,,1020.4,22.8,25.0,,19/01/2025,05:40
40.0,6.0,8.0,,,,,1020.2,22.9,25.0,,19/01/2025,05:30
40.0,7.0,9.0,3.0,15.0,9.3,321.0,1020.2,22.9,25.0,,19/01/2025,05:20
30.0,6.0,9.0,,,,,1020.1,22.8,25.0,,19/01/2025,05:10
30.0,6.0,8.0,,,,,1020.2,22.9,25.0,,19/01/2025,05:00
40.0,7.0,8.0,3.2,15.0,10.2,314.0,1020.0,22.8,25.0,,19/01/2025,04:50
40.0,6.0,8.0,3.2,,10.2,314.0,1019.7,22.8,25.0,,19/01/2025,04:40
40.0,6.0,8.0,,,,,1019.6,22.8,25.0,,19/01/2025,04:30
40.0,6.0,8.0,3.3,15.0,10.2,315.0,1019.5,22.8,25.0,,19/01/2025,04:20
40.0,6.0,8.0,,,,,1019.5,22.9,25.0,,19/01/2025,04:10
30.0,5.0,7.0,,,,,1019.3,22.9,25.0,,19/01/2025,04:00
40.0,5.0,7.0,3.0,15.0,10.0,312.0,1019.3,22.9,25.0,,19/01/2025,03:50
40.0,5.0,7.0,3.0,,10.0,312.0,1019.2,22.9,25.0,,19/01/2025,03:40
30.0,5.0,7.0,,,,,1019.1,22.9,25.0,,19/01/2025,03:30
40.0,5.0,8.0,2.9,15.0,9.7,319.0,1019.0,22.9,25.0,,19/01/2025,03:20
40.0,5.0,8.0,2.9,,9.7,319.0,1019.0,22.9,25.1,,19/01/2025,03:10
40.0,5.0,7.0,,,,,1019.0,22.8,25.1,,19/01/2025,03:00
40.0,5.0,7.0,2.7,14.0,9.6,314.0,1018.9,22.9,25.1,,19/01/2025,02:50
30.0,5.0,7.0,2.7,,9.6,314.0,1018.8,22.9,25.1,,19/01/2025,02:40
30.0,5.0,7.0,,,,,1018.6,22.9,25.1,,19/01/2025,02:30
30.0,5.0,7.0,3.3,14.0,10.6,306.0,1018.5,22.9,25.1,,19/01/2025,02:20
20.0,6.0,7.0,,,,,1018.5,22.9,25.1,,19/01/2025,02:10
20.0,6.0,8.0,,,,,1018.6,22.9,25.1,,19/01/2025,02:00
30.0,5.0,7.0,3.0,15.0,10.1,318.0,1018.5,22.8,25.1,,19/01/2025,01:50
30.0,5.0,7.0,3.0,,10.1,318.0,1018.5,22.8,25.1,,19/01/2025,01:40
30.0,5.0,7.0,,,,,1018.5,22.8,25.1,,19/01/2025,01:30
30.0,5.0,7.0,3.0,15.0,10.3,319.0,1018.6,22.9,25.1,,19/01/2025,01:20
20.0,5.0,7.0,,,,,1018.4,22.9,25.1,,19/01/2025,01:10
30.0,5.0,7.0,,,,,1018.5,22.8,25.1,,19/01/2025,01:00
30.0,5.0,7.0,2.9,16.0,10.4,323.0,1018.4,22.8,25.1,,19/01/2025,00:50
20.0,5.0,7.0,2.9,,10.4,323.0,1018.4,22.9,25.1,,19/01/2025,00:40
20.0,5.0,7.0,,,,,1018.4,22.8,25.1,,19/01/2025,00:30
30.0,5.0,7.0,2.9,15.0,9.9,319.0,1018.5,22.8,25.1,,19/01/2025,00:20
30.0,5.0,8.0,2.9,,9.9,319.0,1018.6,22.8,25.1,,19/01/2025,00:10
20.0,5.0,7.0,,,,,1018.6,22.8,25.1,,19/01/2025,00:00
30.0,5.0,8.0,2.8,13.0,9.6,315.0,1018.7,22.8,25.1,,18/01/2025,23:50
20.0,6.0,8.0,,,,,1018.9,22.8,25.1,,18/01/2025,23:40
20.0,6.0,8.0,3.0,13.0,10.2,313.0,1019.1,22.9,25.1,,18/01/2025,23:20
30.0,6.0,7.0,3.0,,10.2,313.0,1019.3,22.8,25.1,,18/01/2025,23:10
20.0,6.0,8.0,,,,,1019.4,22.8,25.1,,18/01/2025,23:00
30.0,6.0,7.0,3.1,15.0,10.4,324.0,1019.5,22.8,25.1,,18/01/2025,22:50
30.0,6.0,7.0,,,,,1019.5,22.8,25.1,,18/01/2025,22:40
30.0,6.0,8.0,,,,,1019.7,22.9,25.1,,18/01/2025,22:30
30.0,5.0,7.0,2.9,15.0,10.2,313.0,1019.9,22.9,25.1,,18/01/2025,22:20
30.0,4.0,7.0,2.9,,10.2,313.0,1020.1,22.9,25.1,,18/01/2025,22:10
40.0,4.0,6.0,,,,,1020.2,22.9,25.1,,18/01/2025,22:00
30.0,4.0,6.0,2.9,15.0,10.3,313.0,1020.3,22.9,25.1,,18/01/2025,21:50
50.0,4.0,5.0,2.9,,10.3,313.0,1020.3,22.9,25.1,,18/01/2025,21:40
40.0,4.0,6.0,,,,,1020.4,22.8,25.0,,18/01/2025,21:30
40.0,4.0,5.0,2.7,16.0,9.7,314.0,1020.5,22.8,25.0,,18/01/2025,21:20
30.0,4.0,5.0,2.7,,9.7,314.0,1020.6,22.9,25.0,,18/01/2025,21:10
20.0,4.0,6.0,,,,,1020.8,22.9,25.0,,18/01/2025,21:00
20.0,4.0,6.0,2.6,15.0,9.7,317.0,1020.9,22.8,25.0,,18/01/2025,20:50
20.0,5.0,7.0,2.6,,9.7,317.0,1020.8,22.8,25.0,,18/01/2025,20:40
10.0,4.0,6.0,,,,,1020.8,22.9,25.0,,18/01/2025,20:30
30.0,3.0,5.0,2.7,15.0,9.7,287.0,1020.8,23.0,25.0,,18/01/2025,20:20
40.0,4.0,6.0,2.7,,9.7,287.0,1020.8,22.9,25.0,,18/01/2025,20:10
40.0,4.0,6.0,,,,,1020.8,22.8,25.0,,18/01/2025,20:00
30.0,4.0,7.0,2.7,15.0,9.8,302.0,1020.8,22.9,25.0,,18/01/2025,19:50
50.0,4.0,6.0,2.7,,9.8,302.0,1020.6,22.7,25.0,,18/01/2025,19:40
40.0,4.0,6.0,,,,,1020.4,22.7,25.0,,18/01/2025,19:30
40.0,5.0,7.0,2.8,15.0,9.7,285.0,1020.4,22.7,25.0,,18/01/2025,19:20
30.0,5.0,7.0,2.8,,9.7,285.0,1020.3,22.8,25.0,,18/01/2025,19:10
40.0,4.0,5.0,,,,,1020.2,22.7,25.0,,18/01/2025,19:00
50.0,3.0,6.0,3.1,14.0,10.4,311.0,1019.9,22.6,25.0,,18/01/2025,18:50
40.0,3.0,6.0,,,,,1019.8,22.6,25.0,,18/01/2025,18:40
50.0,3.0,5.0,,,,,1019.8,22.5,25.0,,18/01/2025,18:30
40.0,5.0,8.0,2.9,14.0,10.0,309.0,1019.7,22.4,25.0,,18/01/2025,18:20
20.0,5.0,7.0,2.9,,10.0,309.0,1019.6,22.5,25.0,,18/01/2025,18:10
10.0,6.0,8.0,,,,,1019.6,22.5,25.0,,18/01/2025,18:00
360.0,5.0,7.0,3.1,14.0,10.1,310.0,1019.4,22.6,25.0,,18/01/2025,17:50
10.0,5.0,7.0,,,,,1019.3,22.6,25.0,,18/01/2025,17:40
20.0,4.0,7.0,,,,,1019.1,22.6,25.0,,18/01/2025,17:30
360.0,4.0,6.0,3.0,15.0,9.8,325.0,1019.1,22.6,25.0,,18/01/2025,17:20
360.0,4.0,6.0,3.0,,9.8,325.0,1019.1,22.6,25.0,,18/01/2025,17:10
10.0,4.0,8.0,,,,,1019.0,22.6,25.0,,18/01/2025,17:00
10.0,4.0,6.0,2.9,16.0,10.4,311.0,1018.9,22.6,25.0,,18/01/2025,16:50
360.0,4.0,7.0,2.9,,10.4,311.0,1018.6,22.6,25.0,,18/01/2025,16:40
10.0,4.0,6.0,,,,,1018.6,22.6,25.0,,18/01/2025,16:30
20.0,4.0,6.0,3.1,16.0,10.4,318.0,1018.4,22.6,25.0,,18/01/2025,16:20
10.0,4.0,6.0,3.1,,10.4,318.0,1018.3,22.6,25.0,,18/01/2025,16:10
10.0,5.0,7.0,,,,,1018.3,22.6,25.0,,18/01/2025,16:00
10.0,4.0,6.0,3.3,14.0,10.5,319.0,1018.3,22.6,25.0,,18/01/2025,15:50
20.0,4.0,5.0,3.3,,10.5,319.0,1018.2,22.6,25.0,,18/01/2025,15:40
20.0,4.0,6.0,,,,,1018.2,22.6,25.0,,18/01/2025,15:30
10.0,3.0,5.0,2.9,14.0,9.9,309.0,1018.3,22.6,25.0,,18/01/2025,15:20
10.0,3.0,5.0,2.9,,9.9,309.0,1018.2,22.6,25.0,,18/01/2025,15:10
10.0,3.0,5.0,,,,,1018.2,22.6,25.0,,18/01/2025,15:00
20.0,3.0,5.0,3.3,14.0,10.8,316.0,1018.1,22.6,25.0,,18/01/2025,14:50
20.0,3.0,5.0,3.3,,10.8,316.0,1018.1,22.6,25.0,,18/01/2025,14:40
30.0,3.0,5.0,,,,,1018.1,22.6,25.0,,18/01/2025,14:30
20.0,3.0,5.0,3.2,16.0,10.5,314.0,1018.1,22.6,25.0,,18/01/2025,14:20
30.0,3.0,5.0,3.2,,10.5,314.0,1018.0,22.6,25.0,,18/01/2025,14:10
10.0,3.0,5.0,,,,,1018.0,22.6,25.0,,18/01/2025,14:00
360.0,3.0,6.0,3.2,15.0,10.6,308.0,1018.0,22.6,25.0,,18/01/2025,13:50
360.0,3.0,5.0,3.2,,10.6,308.0,1018.0,22.6,25.0,,18/01/2025,13:40
360.0,4.0,6.0,,,,,1017.9,22.6,25.0,,18/01/2025,13:30
