Wind Dir (°),Wind Spd (ms),Wind Gusts 1h (ms),Wave Height (m),Dominant Wave Period (s),Avg Wave Period (s),Dominant Wave Dir,Pressure,Air Temp,Water Temp,dewpoint,Date,Heure
320.0,12.0,15.0,,,,,1016.0,20.4,24.8,,22/01/2025,17:00
320.0,11.0,14.0,3.9,9.0,7.4,335.0,1015.9,20.4,24.8,,22/01/2025,16:50
320.0,11.0,14.0,,,,,1015.6,20.5,24.8,,22/01/2025,16:40
320.0,11.0,14.0,,,,,1015.5,20.6,24.8,,22/01/2025,16:30
320.0,11.0,15.0,3.6,15.0,6.9,333.0,1015.5,20.8,24.8,,22/01/2025,16:20
330.0,12.0,15.0,3.6,,6.9,333.0,1015.4,20.7,24.8,,22/01/2025,16:10
330.0,12.0,15.0,,,,,1015.3,20.8,24.8,,22/01/2025,16:00
330.0,13.0,16.0,4.0,8.0,7.0,335.0,1015.3,20.8,24.8,,22/01/2025,15:50
320.0,13.0,16.0,4.0,,7.0,335.0,1015.1,20.8,24.8,,22/01/2025,15:40
330.0,13.0,16.0,,,,,1015.2,20.7,24.8,,22/01/2025,15:30
330.0,13.0,16.0,3.4,15.0,6.8,332.0,1015.4,20.7,24.8,,22/01/2025,15:20
320.0,13.0,17.0,,,,,1015.3,20.8,24.8,,22/01/2025,15:10
320.0,12.0,16.0,,,,,1015.4,20.6,24.8,,22/01/2025,15:00
330.0,14.0,18.0,3.4,14.0,6.9,334.0,1015.3,20.5,24.9,,22/01/2025,14:50
330.0,13.0,16.0,,,,,1014.9,21.2,24.9,,22/01/2025,14:40
340.0,12.0,15.0,,,,,1014.8,21.1,24.9,,22/01/2025,14:30
330.0,12.0,16.0,3.3,8.0,6.9,339.0,1014.8,21.3,24.9,,22/01/2025,14:20
330.0,13.0,16.0,3.3,,6.9,339.0,1014.7,21.2,24.9,,22/01/2025,14:10
330.0,12.0,16.0,,,,,1014.6,21.2,24.9,,22/01/2025,14:00
330.0,14.0,16.0,3.0,15.0,6.4,346.0,1014.5,21.0,24.9,,22/01/2025,13:50
340.0,11.0,16.0,,,,,1014.6,20.8,24.9,,22/01/2025,13:40
340.0,12.0,16.0,,,,,1014.6,21.2,24.9,,22/01/2025,13:30
330.0,11.0,14.0,2.9,15.0,6.5,334.0,1014.5,21.4,24.9,,22/01/2025,13:20
340.0,10.0,13.0,,,,,1014.5,21.5,24.9,,22/01/2025,13:10
340.0,11.0,14.0,,,,,1014.6,21.2,24.9,,22/01/2025,13:00
330.0,11.0,16.0,3.0,16.0,6.6,344.0,1014.8,20.9,24.9,,22/01/2025,12:50
330.0,11.0,14.0,,,,,1014.9,21.3,24.9,,22/01/2025,12:40
340.0,11.0,14.0,,,,,1014.9,21.2,24.9,,22/01/2025,12:30
340.0,11.0,14.0,3.2,15.0,6.9,335.0,1014.8,21.4,24.9,,22/01/2025,12:20
340.0,11.0,14.0,,,,,1014.9,21.4,24.9,,22/01/2025,12:10
340.0,12.0,16.0,,,,,1014.9,21.2,24.9,,22/01/2025,12:00
330.0,12.0,16.0,2.9,15.0,6.4,341.0,1015.0,21.5,24.9,,22/01/2025,11:50
340.0,11.0,14.0,,,,,1015.1,21.7,24.9,,22/01/2025,11:40
340.0,11.0,14.0,,,,,1015.2,21.6,,,22/01/2025,11:30
340.0,11.0,14.0,2.7,15.0,6.2,347.0,1015.3,21.9,24.9,,22/01/2025,11:20
340.0,12.0,15.0,2.7,,6.2,347.0,1015.4,21.9,24.9,,22/01/2025,11:10
330.0,11.0,15.0,,,,,1015.3,22.0,24.9,,22/01/2025,11:00
340.0,12.0,15.0,2.8,16.0,6.4,340.0,1015.2,22.0,24.9,,22/01/2025,10:50
340.0,12.0,15.0,,,,,1015.2,22.0,24.9,,22/01/2025,10:40
330.0,12.0,15.0,,,,,1015.3,22.1,24.9,,22/01/2025,10:30
340.0,11.0,15.0,2.6,15.0,6.5,336.0,1015.3,21.9,24.9,,22/01/2025,10:20
330.0,13.0,16.0,,,,,1015.4,22.1,24.9,,22/01/2025,10:10
330.0,12.0,14.0,,,,,1015.4,22.2,24.9,,22/01/2025,10:00
340.0,12.0,15.0,2.5,15.0,6.1,332.0,1015.3,22.2,24.9,,22/01/2025,09:50
340.0,12.0,15.0,,,,,1015.5,22.2,24.9,,22/01/2025,09:40
340.0,12.0,15.0,,,,,1015.5,22.1,24.9,,22/01/2025,09:30
340.0,12.0,15.0,2.3,15.0,6.0,319.0,1015.4,22.0,24.9,,22/01/2025,09:20
340.0,12.0,16.0,,,,,1015.5,21.7,24.9,,22/01/2025,09:10
340.0,11.0,14.0,,,,,1015.6,22.0,24.9,,22/01/2025,09:00
330.0,10.0,13.0,2.3,15.0,5.9,333.0,1015.7,21.7,24.9,,22/01/2025,08:50
330.0,9.0,14.0,,,,,1015.7,21.3,24.9,,22/01/2025,08:40
320.0,11.0,17.0,,,,,1015.7,20.8,24.9,,22/01/2025,08:30
320.0,11.0,16.0,2.4,15.0,6.5,326.0,1015.6,21.9,24.9,,22/01/2025,08:20
320.0,11.0,14.0,2.4,,6.5,326.0,1015.4,21.7,,,22/01/2025,08:10
320.0,11.0,14.0,,,,,1015.5,22.0,24.9,,22/01/2025,08:00
310.0,12.0,15.0,2.1,16.0,6.2,322.0,1015.3,21.7,24.9,,22/01/2025,07:50
310.0,9.0,13.0,2.1,,6.2,322.0,1015.3,22.5,24.9,,22/01/2025,07:40
310.0,9.0,12.0,,,,,1015.2,22.3,24.9,,22/01/2025,07:30
310.0,10.0,12.0,2.1,15.0,6.2,322.0,1015.2,22.7,25.0,,22/01/2025,07:20
310.0,9.0,11.0,2.1,,6.2,322.0,1015.1,22.7,24.9,,22/01/2025,07:10
310.0,9.0,11.0,,,,,1014.9,22.7,24.9,,22/01/2025,07:00
310.0,9.0,12.0,2.0,16.0,6.3,321.0,1014.9,22.6,24.9,,22/01/2025,06:50
320.0,9.0,11.0,,,,,1014.8,22.7,24.9,,22/01/2025,06:40
320.0,10.0,12.0,,,,,1014.8,22.6,24.9,,22/01/2025,06:30
320.0,10.0,13.0,1.9,16.0,6.0,337.0,1014.8,22.6,24.9,,22/01/2025,06:20
320.0,9.0,11.0,1.9,,6.0,337.0,1014.8,22.5,24.9,,22/01/2025,06:10
320.0,9.0,11.0,,,,,1014.8,22.4,24.9,,22/01/2025,06:00
330.0,9.0,11.0,1.8,16.0,6.1,329.0,1014.8,22.1,24.9,,22/01/2025,05:50
330.0,9.0,12.0,,,,,1014.8,21.9,24.9,,22/01/2025,05:40
320.0,9.0,11.0,,,,,1014.8,21.9,24.9,,22/01/2025,05:30
330.0,10.0,12.0,1.9,16.0,6.7,321.0,1014.6,21.7,24.9,,22/01/2025,05:20
330.0,10.0,13.0,1.9,,6.7,321.0,1014.6,21.8,24.9,,22/01/2025,05:10
330.0,10.0,13.0,,,,,1014.6,21.8,24.9,,22/01/2025,05:00
330.0,10.0,12.0,1.7,16.0,6.6,327.0,1014.6,21.7,24.9,,22/01/2025,04:50
330.0,10.0,13.0,,,,,1014.5,21.5,24.8,,22/01/2025,04:40
330.0,10.0,13.0,,,,,1014.6,21.8,24.8,,22/01/2025,04:30
340.0,10.0,12.0,1.8,16.0,7.6,316.0,1014.3,21.8,24.8,,22/01/2025,04:20
290.0,7.0,13.0,,,,,1014.1,21.4,24.9,,22/01/2025,04:10
250.0,6.0,8.0,,,,,1014.0,21.3,24.9,,22/01/2025,04:00
250.0,6.0,8.0,1.9,15.0,7.3,308.0,1014.2,21.3,24.9,,22/01/2025,03:50
260.0,6.0,8.0,1.9,,7.3,308.0,1014.2,21.1,24.9,,22/01/2025,03:40
260.0,8.0,10.0,,,,,1014.2,20.9,24.9,,22/01/2025,03:30
270.0,8.0,11.0,1.5,16.0,7.1,295.0,1014.3,21.4,24.9,,22/01/2025,03:20
260.0,10.0,15.0,1.5,,7.1,295.0,1014.3,22.3,24.9,,22/01/2025,03:10
230.0,7.0,10.0,,,,,1014.0,23.4,24.9,,22/01/2025,03:00
220.0,7.0,8.0,1.6,15.0,7.4,300.0,1013.9,23.7,24.9,,22/01/2025,02:50
220.0,7.0,8.0,,,,,1013.9,23.7,24.9,,22/01/2025,02:40
210.0,7.0,8.0,,,,,1013.9,23.6,25.0,,22/01/2025,02:30
210.0,7.0,8.0,1.5,16.0,7.2,307.0,1013.8,23.6,,,22/01/2025,02:20
210.0,7.0,8.0,1.5,,7.2,307.0,1013.9,23.7,25.0,,22/01/2025,02:10
210.0,7.0,8.0,,,,,1014.0,23.7,25.0,,22/01/2025,02:00
220.0,6.0,8.0,1.5,16.0,7.5,307.0,1014.1,23.7,25.0,,22/01/2025,01:50
220.0,6.0,8.0,1.5,,7.5,307.0,1014.3,23.7,25.0,,22/01/2025,01:40
220.0,6.0,8.0,,,,,1014.4,23.6,25.0,,22/01/2025,01:30
210.0,6.0,8.0,1.8,16.0,8.0,312.0,1014.5,23.6,25.0,,22/01/2025,01:20
220.0,6.0,8.0,1.8,,8.0,312.0,1014.7,23.6,25.0,,22/01/2025,01:10
230.0,6.0,8.0,,,,,1014.8,23.6,25.0,,22/01/2025,01:00
210.0,6.0,8.0,1.8,12.0,8.0,305.0,1014.9,23.6,25.0,,22/01/2025,00:50
210.0,6.0,8.0,1.8,,8.0,305.0,1014.9,23.5,25.0,,22/01/2025,00:40
200.0,6.0,8.0,,,,,1015.1,23.5,25.0,,22/01/2025,00:30
210.0,6.0,8.0,1.8,16.0,7.7,299.0,1015.2,23.5,,,22/01/2025,00:20
210.0,6.0,7.0,,,,,1015.4,23.5,25.0,,22/01/2025,00:10
200.0,6.0,8.0,,,,,1015.5,23.5,25.0,,22/01/2025,00:00
200.0,6.0,8.0,1.7,11.0,7.8,279.0,1015.4,23.5,25.0,,21/01/2025,23:50
200.0,6.0,8.0,,,,,1015.5,23.5,25.0,,21/01/2025,23:40
200.0,6.0,8.0,1.7,,7.9,312.0,1016.1,23.6,25.0,,21/01/2025,23:10
190.0,6.0,8.0,,,,,1016.2,23.7,25.0,,21/01/2025,23:00
200.0,6.0,8.0,1.6,12.0,7.6,292.0,1016.5,23.7,25.0,,21/01/2025,22:50
200.0,6.0,8.0,1.6,,7.6,292.0,1016.7,23.7,25.0,,21/01/2025,22:40
200.0,6.0,8.0,,,,,1016.8,23.6,25.0,,21/01/2025,22:30
210.0,7.0,8.0,1.7,12.0,7.7,324.0,1016.8,23.6,25.0,,21/01/2025,22:20
200.0,6.0,8.0,1.7,,7.7,324.0,1017.3,23.6,25.0,,21/01/2025,22:10
200.0,6.0,8.0,,,,,1017.3,23.7,25.0,,21/01/2025,22:00
200.0,6.0,7.0,1.7,11.0,7.9,316.0,1017.4,23.7,25.0,,21/01/2025,21:50
190.0,6.0,7.0,,,,,1017.7,23.6,25.0,,21/01/2025,21:40
180.0,5.0,7.0,,,,,1017.9,23.6,25.0,,21/01/2025,21:30
180.0,5.0,7.0,1.6,11.0,7.6,311.0,1018.0,23.6,25.0,,21/01/2025,21:20
180.0,5.0,6.0,1.6,,7.6,311.0,1018.0,23.6,25.0,,21/01/2025,21:10
170.0,5.0,7.0,,,,,1018.2,23.6,25.0,,21/01/2025,21:00
160.0,5.0,7.0,1.5,,7.5,317.0,1018.2,,25.0,,21/01/2025,20:50
160.0,5.0,6.0,,,,,1018.5,23.5,25.0,,21/01/2025,20:40
150.0,5.0,6.0,,,,,1018.6,23.5,25.0,,21/01/2025,20:30
150.0,6.0,8.0,1.6,12.0,7.6,325.0,1018.3,23.4,24.9,,21/01/2025,20:20
150.0,6.0,8.0,1.6,,7.6,325.0,1018.3,23.5,24.9,,21/01/2025,20:10
150.0,5.0,7.0,,,,,1018.4,23.5,,,21/01/2025,20:00
150.0,6.0,7.0,1.6,11.0,7.5,318.0,1018.3,23.4,24.9,,21/01/2025,19:50
150.0,5.0,7.0,1.6,,7.5,318.0,1018.5,23.4,24.9,,21/01/2025,19:40
140.0,5.0,7.0,,,,,1018.3,23.4,24.9,,21/01/2025,19:30
140.0,5.0,7.0,1.7,12.0,7.6,308.0,1018.1,23.3,24.9,,21/01/2025,19:20
140.0,6.0,7.0,,,,,1018.0,23.3,24.9,,21/01/2025,19:10
140.0,6.0,7.0,,,,,1017.7,23.3,24.9,,21/01/2025,19:00
140.0,6.0,8.0,1.6,12.0,7.7,322.0,1017.6,23.3,24.9,,21/01/2025,18:50
130.0,5.0,7.0,1.6,,7.7,322.0,1017.7,23.1,24.9,,21/01/2025,18:40
130.0,5.0,6.0,,,,,1017.9,23.2,25.0,,21/01/2025,18:30
130.0,5.0,7.0,1.5,12.0,7.5,312.0,1017.8,23.1,25.0,,21/01/2025,18:20
120.0,4.0,6.0,1.5,,7.5,312.0,1018.0,23.1,25.0,,21/01/2025,18:10
110.0,4.0,5.0,,,,,1018.1,23.0,25.0,,21/01/2025,18:00
110.0,3.0,5.0,1.5,12.0,7.5,315.0,1018.2,22.9,25.0,,21/01/2025,17:50
100.0,4.0,5.0,1.5,,7.5,315.0,1018.2,22.9,25.0,,21/01/2025,17:40
100.0,4.0,6.0,,,,,1018.1,22.9,25.0,,21/01/2025,17:30
90.0,4.0,5.0,1.6,11.0,7.9,311.0,1018.1,22.9,25.0,,21/01/2025,17:20
100.0,3.0,5.0,1.6,,7.9,311.0,1017.9,22.9,25.0,,21/01/2025,17:10
100.0,3.0,4.0,,,,,1017.9,22.8,25.0,,21/01/2025,17:00
80.0,3.0,4.0,1.6,11.0,7.8,320.0,1018.0,22.9,25.0,,21/01/2025,16:50
100.0,3.0,5.0,1.6,,7.8,320.0,1017.6,22.9,25.0,,21/01/2025,16:40
90.0,3.0,5.0,,,,,1017.4,22.9,25.0,,21/01/2025,16:30
110.0,3.0,5.0,1.5,12.0,7.6,306.0,1017.5,23.0,25.0,,21/01/2025,16:20
110.0,4.0,5.0,1.5,,7.6,306.0,1017.2,22.9,25.0,,21/01/2025,16:10
100.0,4.0,6.0,,,,,1017.0,22.9,25.0,,21/01/2025,16:00
110.0,4.0,6.0,1.6,12.0,7.8,314.0,1016.7,23.0,25.0,,21/01/2025,15:50
110.0,5.0,7.0,1.6,,7.8,314.0,1016.5,23.0,25.0,,21/01/2025,15:40
110.0,4.0,6.0,,,,,1016.7,23.0,25.0,,21/01/2025,15:30
100.0,4.0,5.0,1.6,12.0,7.8,316.0,1017.1,23.0,25.0,,21/01/2025,15:20
100.0,3.0,5.0,1.6,,7.8,316.0,1017.5,23.1,25.0,,21/01/2025,15:10
110.0,4.0,5.0,,,,,1017.6,23.1,25.0,,21/01/2025,15:00
100.0,4.0,5.0,1.6,11.0,7.7,312.0,1017.4,23.1,25.0,,21/01/2025,14:50
110.0,4.0,6.0,1.6,,7.7,312.0,1017.4,23.1,25.0,,21/01/2025,14:40
100.0,4.0,6.0,,,,,1017.2,23.1,25.0,,21/01/2025,14:30
90.0,4.0,5.0,1.6,11.0,7.8,308.0,1017.4,23.2,25.0,,21/01/2025,14:20
90.0,3.0,5.0,1.6,,7.8,308.0,1017.8,23.2,25.0,,21/01/2025,14:10
90.0,4.0,5.0,,,,,1018.0,23.2,25.0,,21/01/2025,14:00
80.0,4.0,6.0,1.6,11.0,7.6,327.0,1018.1,23.1,25.0,,21/01/2025,13:50
90.0,4.0,5.0,1.6,,7.6,327.0,1018.1,23.1,25.0,,21/01/2025,13:40
80.0,3.0,5.0,,,,,1018.0,23.0,25.0,,21/01/2025,13:30
80.0,4.0,5.0,1.6,12.0,7.4,317.0,1018.1,23.0,25.0,,21/01/2025,13:20
90.0,4.0,6.0,1.6,,7.4,317.0,1017.9,23.0,25.0,,21/01/2025,13:10
80.0,4.0,6.0,,,,,1017.9,23.0,25.0,,21/01/2025,13:00
100.0,5.0,7.0,1.7,11.0,7.9,318.0,1017.8,23.0,25.0,,21/01/2025,12:50
90.0,5.0,7.0,1.7,,7.9,318.0,1017.6,23.1,25.0,,21/01/2025,12:40
80.0,4.0,6.0,,,,,1018.3,23.0,,,21/01/2025,12:30
80.0,5.0,6.0,1.8,12.0,8.3,328.0,1018.8,23.0,25.0,,21/01/2025,12:20
80.0,5.0,6.0,1.8,,8.3,328.0,1018.7,23.0,25.0,,21/01/2025,12:10
70.0,4.0,5.0,,,,,1018.5,22.8,25.1,,21/01/2025,12:00
60.0,4.0,5.0,1.6,11.0,7.8,327.0,1018.5,22.6,25.1,,21/01/2025,11:50
50.0,4.0,5.0,1.6,,7.8,327.0,1019.0,22.5,25.1,,21/01/2025,11:40
50.0,5.0,6.0,,,,,1019.3,22.5,25.0,,21/01/2025,11:30
70.0,5.0,7.0,1.7,11.0,8.2,323.0,1019.6,22.4,25.0,,21/01/2025,11:20
80.0,6.0,7.0,,,,,1019.0,22.4,25.0,,21/01/2025,11:10
70.0,4.0,8.0,,,,,1019.0,22.8,25.1,,21/01/2025,11:00
30.0,3.0,4.0,1.6,12.0,7.6,320.0,1019.6,22.8,25.1,,21/01/2025,10:50
50.0,3.0,5.0,,,,,1019.8,22.7,25.1,,21/01/2025,10:40
50.0,5.0,6.0,,,,,1019.8,22.7,25.1,,21/01/2025,10:30
40.0,6.0,8.0,1.7,12.0,8.0,341.0,1020.4,22.7,25.1,,21/01/2025,10:20
30.0,4.0,6.0,1.7,,8.0,341.0,1020.9,23.2,25.1,,21/01/2025,10:10
20.0,3.0,4.0,,,,,1021.1,23.2,25.1,,21/01/2025,10:00
10.0,3.0,4.0,1.7,13.0,8.1,334.0,1021.3,23.2,25.1,,21/01/2025,09:50
30.0,3.0,4.0,1.7,,8.1,334.0,1021.4,23.2,25.1,,21/01/2025,09:40
20.0,3.0,5.0,,,,,1021.6,23.2,25.1,,21/01/2025,09:30
20.0,4.0,5.0,1.6,12.0,7.6,320.0,1021.7,23.3,25.1,,21/01/2025,09:20
40.0,3.0,5.0,1.6,,7.6,320.0,1021.6,23.3,25.1,,21/01/2025,09:10
40.0,4.0,6.0,,,,,1021.4,23.3,25.1,,21/01/2025,09:00
50.0,3.0,5.0,1.5,12.0,7.3,316.0,1021.2,23.3,25.1,,21/01/2025,08:50
40.0,4.0,5.0,,,,,1021.5,23.2,25.1,,21/01/2025,08:40
60.0,4.0,5.0,,,,,1021.2,23.2,25.1,,21/01/2025,08:30
70.0,4.0,6.0,1.6,,7.6,313.0,,23.2,25.1,,21/01/2025,08:20
60.0,5.0,6.0,1.6,,7.6,313.0,1020.8,23.2,25.1,,21/01/2025,08:10
70.0,5.0,7.0,,,,,1020.6,23.2,25.1,,21/01/2025,08:00
80.0,5.0,7.0,1.6,13.0,7.3,294.0,1020.3,23.2,25.1,,21/01/2025,07:50
80.0,4.0,8.0,1.6,,7.3,294.0,1020.3,23.2,25.1,,21/01/2025,07:40
90.0,5.0,6.0,,,,,1020.4,23.2,25.1,,21/01/2025,07:30
80.0,4.0,6.0,1.6,12.0,7.4,324.0,1020.2,23.2,25.1,,21/01/2025,07:20
90.0,5.0,7.0,,,,,1020.3,23.2,25.1,,21/01/2025,07:10
80.0,6.0,8.0,,,,,1019.9,23.1,25.1,,21/01/2025,07:00
80.0,5.0,7.0,1.7,12.0,7.9,315.0,1019.6,23.1,25.1,,21/01/2025,06:50
80.0,5.0,7.0,,,,,1019.6,23.2,25.1,,21/01/2025,06:40
70.0,5.0,6.0,,,,,1019.7,23.2,25.1,,21/01/2025,06:30
70.0,5.0,6.0,1.6,12.0,7.5,319.0,1019.7,23.2,25.1,,21/01/2025,06:20
80.0,5.0,6.0,,,,,1019.8,23.2,25.1,,21/01/2025,06:10
70.0,4.0,6.0,,,,,1019.9,23.2,25.1,,21/01/2025,06:00
70.0,5.0,6.0,1.6,12.0,7.7,323.0,1019.9,23.2,25.1,,21/01/2025,05:50
80.0,4.0,5.0,,,,,1019.8,23.2,25.1,,21/01/2025,05:40
80.0,4.0,6.0,,,,,1019.8,23.2,25.1,,21/01/2025,05:30
70.0,4.0,5.0,1.7,12.0,7.7,319.0,1019.8,23.2,25.1,,21/01/2025,05:20
70.0,3.0,5.0,1.7,,7.7,319.0,1019.6,23.2,25.1,,21/01/2025,05:10
80.0,4.0,5.0,,,,,1019.5,23.2,25.1,,21/01/2025,05:00
80.0,3.0,5.0,1.8,13.0,7.8,322.0,1019.6,23.2,25.1,,21/01/2025,04:50
90.0,3.0,5.0,1.8,,7.8,322.0,1019.6,23.2,25.1,,21/01/2025,04:40
80.0,3.0,5.0,,,,,1019.6,23.2,25.1,,21/01/2025,04:30
70.0,3.0,5.0,1.8,12.0,8.1,317.0,1019.6,23.3,25.1,,21/01/2025,04:20
60.0,3.0,4.0,1.8,,8.1,317.0,1019.7,23.3,25.1,,21/01/2025,04:10
70.0,3.0,5.0,,,,,1019.8,23.4,25.1,,21/01/2025,04:00
80.0,3.0,4.0,1.8,13.0,8.0,330.0,1019.8,23.4,25.2,,21/01/2025,03:50
70.0,3.0,4.0,,,,,1019.7,23.4,25.2,,21/01/2025,03:40
70.0,3.0,5.0,,,,,1019.8,23.5,25.2,,21/01/2025,03:30
60.0,3.0,4.0,1.9,13.0,8.3,336.0,1019.8,23.6,25.2,,21/01/2025,03:20
60.0,3.0,4.0,1.9,,8.3,336.0,1019.8,23.6,25.2,,21/01/2025,03:10
70.0,3.0,4.0,,,,,1019.8,23.5,25.2,,21/01/2025,03:00
80.0,3.0,5.0,1.9,13.0,8.3,335.0,1019.9,23.5,25.2,,21/01/2025,02:50
70.0,4.0,5.0,1.9,,8.3,335.0,1019.8,23.5,25.2,,21/01/2025,02:40
70.0,3.0,5.0,,,,,1019.7,23.4,25.2,,21/01/2025,02:30
70.0,4.0,5.0,1.8,13.0,8.0,336.0,1019.7,23.4,25.2,,21/01/2025,02:20
70.0,4.0,5.0,1.8,,8.0,336.0,1019.8,23.4,25.2,,21/01/2025,02:10
70.0,4.0,5.0,,,,,1019.8,23.4,25.2,,21/01/2025,02:00
70.0,3.0,5.0,1.8,13.0,8.2,322.0,1019.9,23.5,25.2,,21/01/2025,01:50
60.0,3.0,5.0,,,,,1020.0,23.4,25.2,,21/01/2025,01:40
60.0,3.0,5.0,,,,,1019.9,23.6,25.2,,21/01/2025,01:30
60.0,3.0,5.0,2.0,13.0,8.5,325.0,1019.9,23.6,25.2,,21/01/2025,01:20
60.0,3.0,5.0,2.0,,8.5,325.0,1020.0,23.5,25.2,,21/01/2025,01:10
70.0,3.0,5.0,,,,,1020.1,23.5,25.2,,21/01/2025,01:00
60.0,3.0,5.0,2.1,13.0,8.4,324.0,1020.0,23.4,25.2,,21/01/2025,00:50
60.0,3.0,5.0,,,,,1020.1,23.5,25.2,,21/01/2025,00:40
70.0,3.0,5.0,,,,,1020.2,23.6,25.2,,21/01/2025,00:30
70.0,3.0,5.0,2.2,13.0,8.8,325.0,1020.2,23.5,25.2,,21/01/2025,00:20
80.0,3.0,5.0,2.2,,8.8,325.0,1020.3,23.5,25.2,,21/01/2025,00:10
70.0,3.0,4.0,,,,,1020.4,23.5,25.2,,21/01/2025,00:00
70.0,3.0,5.0,1.8,13.0,7.8,319.0,1020.4,23.5,25.2,,20/01/2025,23:50
80.0,3.0,5.0,1.8,,7.8,319.0,1020.6,23.5,25.2,,20/01/2025,23:40
70.0,4.0,5.0,2.1,14.0,8.7,331.0,1020.9,23.4,25.1,,20/01/2025,23:20
70.0,4.0,5.0,2.1,,8.7,331.0,1021.0,23.4,25.1,,20/01/2025,23:10
70.0,4.0,5.0,,,,,1021.0,23.4,25.1,,20/01/2025,23:00
70.0,4.0,6.0,2.0,13.0,8.0,324.0,1021.2,23.4,25.1,,20/01/2025,22:50
80.0,4.0,6.0,,,,,1021.3,23.3,25.1,,20/01/2025,22:40
80.0,4.0,6.0,,,,,1021.4,23.3,25.1,,20/01/2025,22:30
80.0,4.0,6.0,2.1,13.0,8.0,328.0,1021.7,23.3,25.1,,20/01/2025,22:20
70.0,5.0,7.0,2.1,,8.0,328.0,1021.8,23.3,25.1,,20/01/2025,22:10
60.0,5.0,6.0,,,,,1021.9,23.2,25.1,,20/01/2025,22:00
70.0,5.0,7.0,2.1,12.0,8.1,314.0,1021.8,23.2,25.1,,20/01/2025,21:50
70.0,5.0,8.0,,,,,1021.9,23.2,25.1,,20/01/2025,21:40
70.0,5.0,7.0,,,,,1021.9,23.3,25.1,,20/01/2025,21:30
70.0,5.0,7.0,2.2,11.0,8.1,332.0,1022.0,23.3,25.1,,20/01/2025,21:20
70.0,5.0,6.0,,,,,1022.0,23.3,25.1,,20/01/2025,21:10
60.0,5.0,7.0,,,,,1022.1,23.2,25.1,,20/01/2025,21:00
60.0,6.0,7.0,2.2,12.0,8.3,317.0,1022.3,23.2,25.1,,20/01/2025,20:50
60.0,6.0,7.0,,,,,1022.4,23.3,25.1,,20/01/2025,20:40
70.0,5.0,7.0,,,,,1022.4,23.3,25.1,,20/01/2025,20:30
60.0,5.0,6.0,2.3,14.0,8.3,331.0,1022.5,23.4,25.1,,20/01/2025,20:20
50.0,5.0,6.0,,,,,1022.4,23.4,25.1,,20/01/2025,20:10
60.0,6.0,7.0,,,,,1022.3,23.3,25.1,,20/01/2025,20:00
70.0,6.0,8.0,2.3,13.0,8.0,328.0,1022.2,23.3,25.1,,20/01/2025,19:50
50.0,6.0,8.0,,,,,1022.0,23.3,25.1,,20/01/2025,19:40
50.0,6.0,8.0,,,,,1022.1,23.3,25.1,,20/01/2025,19:30
40.0,6.0,8.0,2.2,14.0,8.5,337.0,1022.1,23.3,25.1,,20/01/2025,19:20
50.0,6.0,8.0,,,,,1022.1,23.3,25.1,,20/01/2025,19:10
40.0,6.0,7.0,,,,,1022.1,23.3,25.1,,20/01/2025,19:00
60.0,6.0,8.0,2.3,11.0,8.5,326.0,1022.1,23.3,25.1,,20/01/2025,18:50
60.0,6.0,8.0,,,,,1022.0,23.3,25.1,,20/01/2025,18:40
60.0,6.0,8.0,,,,,1021.8,23.3,25.1,,20/01/2025,18:30
70.0,6.0,7.0,2.2,12.0,8.3,322.0,1021.7,23.2,25.0,,20/01/2025,18:20
70.0,6.0,7.0,,,,,1021.6,23.1,25.1,,20/01/2025,18:10
80.0,5.0,7.0,,,,,1021.6,23.1,25.1,,20/01/2025,18:00
70.0,5.0,7.0,2.2,12.0,8.4,321.0,1021.5,23.1,25.1,,20/01/2025,17:50
70.0,5.0,7.0,2.2,,8.4,321.0,1021.4,23.1,25.1,,20/01/2025,17:40
70.0,5.0,7.0,,,,,1021.3,23.1,25.1,,20/01/2025,17:30
80.0,5.0,7.0,2.2,12.0,8.3,318.0,1021.2,23.1,25.1,,20/01/2025,17:20
80.0,5.0,7.0,2.2,,8.3,318.0,1021.0,23.1,25.1,,20/01/2025,17:10
70.0,5.0,7.0,,,,,1021.0,23.1,25.1,,20/01/2025,17:00
80.0,6.0,7.0,1.9,13.0,7.9,316.0,1021.0,23.0,25.1,,20/01/2025,16:50
80.0,6.0,8.0,1.9,,7.9,316.0,1020.8,22.9,25.1,,20/01/2025,16:40
80.0,6.0,7.0,,,,,1020.7,22.8,25.1,,20/01/2025,16:30
90.0,6.0,8.0,2.3,11.0,8.5,334.0,1020.7,22.8,25.1,,20/01/2025,16:20
90.0,6.0,8.0,2.3,,8.5,334.0,1020.7,22.8,25.1,,20/01/2025,16:10
80.0,6.0,8.0,,,,,1020.5,22.9,25.1,,20/01/2025,16:00
70.0,6.0,7.0,2.5,13.0,8.9,326.0,1020.5,22.9,25.1,,20/01/2025,15:50
70.0,6.0,8.0,,,,,1020.5,22.8,25.1,,20/01/2025,15:40
70.0,6.0,7.0,,,,,1020.5,22.8,25.1,,20/01/2025,15:30
70.0,5.0,7.0,2.5,12.0,8.8,332.0,1020.4,22.8,25.1,,20/01/2025,15:20
70.0,5.0,7.0,2.5,,8.8,332.0,1020.3,22.7,25.1,,20/01/2025,15:10
70.0,5.0,7.0,,,,,1020.4,22.6,25.1,,20/01/2025,15:00
